CRS ID,Surname,Preferred name,College,,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Group,Allocated to
stu237,firstname237,lastname237,EM,,D-mspg1-8,D-mspg1-4,D-mspg1-9,D-cna24-4,D-ag806-2,D,"D-mspg1-4
*"
stu238,firstname238,lastname238,JE,,A-aa406-2,A-amb233-3,C-dc29-3,C-hemh1-2,,A,"A-aa406-2
*"
stu239,firstname239,lastname239,Q,,B-gmb49-3,B-gmb49-1,B-smg84-2,F-fm456-2,,B,"B-gmb49-3
*"
stu240,firstname240,lastname240,ED,,,,,,,,
stu241,firstname241,lastname241,CHU,,C-ajk61-1,F-cer54-1,F-gv103-1,,,,
stu242,firstname242,lastname242,PEM,,F-dsk30-2,C-ts573-2,F-cer54-2,F-dsk30-1,F-jmh233-2,,
stu243,firstname243,lastname243,JE,,C-gnw20-1,F-op205-1,B-mjc87-2,F-jl221-3,,F,F-op205-1
stu244,firstname244,lastname244,DOW,,A-sdg33-1,,,,,A,A-sdg33-1
stu245,firstname245,lastname245,JE,,F-aw665-3,F-jl221-1,F-swp29-1,B-gmb49-1,,F,F-aw665-3
stu246,firstname246,lastname246,Q,,D-ss683-4,F-jjc75-1,F-sma71-2,F-wjb31-1,F-rv285-3,D,"D-ss683-4
*"
stu247,firstname247,lastname247,R,,A-rjm76-1,C-dus20-2,C-dus20-1,C-djc13-3,,A,"A-rjm76-1
*"
stu248,firstname248,lastname248,SID,,C-gnw20-1,F-jmh233-1,C-pok21-3,D-ib340-3,F-dsk30-2,C,"C-gnw20-1
*"
stu249,firstname249,lastname249,SE,,F-icl20-1,A-gp10006-2,C-tb267-1,,,F,"F-icl20-1
*"
stu250,firstname250,lastname250,JE,,A-jkh28-1,C-hemh1-2,C-hemh1-1,A-aa406-1,,A,"A-jkh28-1
*"
stu251,firstname251,lastname251,JE,,F-mjfg100-1,F-ml468-1,F-gjeh2-2,,,F,F-mjfg100-1
stu252,firstname252,lastname252,MUR,,D-jms33-1,D-aa22-4,D-jml1010-1,,,D,"D-jms33-1
*"
stu253,firstname253,lastname253,JN,,F-dsk30-2,F-dsk30-1,F-jmh233-3,C-bl377-1,,F,F-dsk30-2
stu254,firstname254,lastname254,F,.,D-mag92-2,F-jl221-3,,,,F,F-icl20-3
stu255,firstname255,lastname255,TH,,F-rv285-3,F-rv285-2,C-ajk61-1,F-rv285-1,F-mjfg100-3,F,F-rv285-3
stu256,firstname256,lastname256,JE,,,,,,,,
stu257,firstname257,lastname257,HO,,A-hb209-3,A-pad3-1,A-cah1003-3,,,A,"A-hb209-3
*"
stu258,firstname258,lastname258,CHU,,B-par10-1,B-gm603-3,B-par10-3,B-tdw13-3,B-tl322-3,B,B-par10-1
stu259,firstname259,lastname259,CHU,,A-rjm76-2,,,,,A,"A-rjm76-2
*"
stu260,firstname260,lastname260,CTH,,C-dus20-1,D-jma42-1,C-dus20-2,C-hemh1-3,D-ag806-1,C,"C-dus20-1
*"
stu261,firstname261,lastname261,EM,,C-ajk61-1,F-js851-1,C-djc13-1,D-sas229-1,C-djc13-3,C,"C-ajk61-1
*"
stu262,firstname262,lastname262,PEM,,C-jpj1001-2,A-nra27-2,A-aw329-2,A-gtp10-3,A-amb233-3,A,"A-aw329-2
*"
stu263,firstname263,lastname263,PEM,,,,,,,,
stu264,firstname264,lastname264,K,,A-cah1003-1,,,,,A,A-cah1003-1
stu265,firstname265,lastname265,SE,,F-ahg13-1,F-ahg13-3,F-jjc75-1,F-jl221-3,,F,F-ahg13-1
stu266,firstname266,lastname266,DOW,,D-rmf41-1,D-jab311-4,D-jml1010-1,D-jml1010-5,,D,"D-jab311-4
*"
stu267,firstname267,lastname267,R,,F-fm456-2,B-gmb49-3,B-smg84-2,,,F,"F-fm456-2
*"
stu268,firstname268,lastname268,N,,C-dus20-1,C-cd229-2,C-am253-2,C-mpfs1-3,C-hs10000-1,C,"C-dus20-1
*"
stu269,firstname269,lastname269,PET,,,,,,,,
stu270,firstname270,lastname270,JN,,D-fam20-5,,,,,D,"D-fam20-5
*"
stu271,firstname271,lastname271,CHR,,,,,,,,
stu272,firstname272,lastname272,JE,,B-cd229-4,B-hjj28-1,A-jmc99-2,B-acf26-4,B-hjj28-3,B,"B-cd229-4
*"
stu273,firstname273,lastname273,HO,.,F-jl221-1,C-ajk61-1,C-pok21-5,C-pok21-2,,F,"F-js851-2
*"
stu274,firstname274,lastname274,HO,,A-sdg33-2,A-hb209-3,C-djc13-2,,,A,A-sdg33-2
stu275,firstname275,lastname275,EM,,D-aa22-6,D-dl359-4,D-mspg1-1,D-dl359-3,D-mspg1-6,D,"D-aa22-6
*"
stu276,firstname276,lastname276,CL,,C-rd439-1,C-yysh2-2,C-am253-2,,,C,"C-rd439-1
*"
stu277,firstname277,lastname277,CL,,C-dc29-2,C-hemh1-3,C-dc29-4,A-amb233-3,,C,"C-dc29-2
*"
stu278,firstname278,lastname278,SE,,B-gmb49-2,,,,,B,B-gmb49-2
stu279,firstname279,lastname279,M,,F-ml468-3,,,,,F,F-ml468-3
stu280,firstname280,lastname280,JN,,,,,,,,
stu281,firstname281,lastname281,SE,,F-ff286-b15521,,,,,F,F-ff286-b15521
stu282,firstname282,lastname282,CAI,,C-am253-1,C-ts573-2,C-yysh2-1,C-yysh2-3,C-ts573-1,C,"C-yysh2-1
*"
stu283,firstname283,lastname283,SID,,A-cah1003-3,A-rjm76-1,A-mv234-1,D-ag806-3,C-djc13-3,A,A-cah1003-3
stu284,firstname284,lastname284,EM,,F-js851-1,F-gv103-2,C-gnw20-2,F-js851-2,F-mjfg100-3,F,F-js851-1
stu285,firstname285,lastname285,CHU,,D-mag92-4,C-djc13-3,C-dc29-2,,,D,"D-mag92-4
*"
stu286,firstname286,lastname286,CL,,A-aw329-3,D-ag806-3,F-icl20-1,,,A,"A-aw329-3
*"
stu287,firstname287,lastname287,SE,,A-gp10006-3,A-nra27-2,C-djc13-3,,,A,A-gp10006-3
stu288,firstname288,lastname288,M,,A-pad3-1,,,,,A,"A-pad3-1
*"
stu289,firstname289,lastname289,G,,D-mspg1-8,D-jma42-1,D-ag806-3,D-aa22-5,,D,"D-mspg1-8
*"
stu290,firstname290,lastname290,DOW,,F-gv103-1,C-gnw20-2,C-gnw20-3,F-cer54-1,F-jmh233-3,F,F-gv103-1
stu291,firstname291,lastname291,EM,,F-sb2330-2,F-js851-3,F-jmh233-2,C-am253-1,,C,"C-am253-1
*"
stu292,firstname292,lastname292,Q,,A-rg471-4,,,,,A,A-rg471-4
stu293,firstname293,lastname293,T,,B-sjs1001-2,B-sjs1001-1,B-cd229-1,F-jmh233-1,F-jl221-3,B,"B-sjs1001-2
*"
stu294,firstname294,lastname294,MUR,,D-ag806-3,A-amb233-1,D-ag806-2,D-ag806-1,C-hemh1-2,D,"D-ag806-3
*"
stu295,firstname295,lastname295,JE,,F-kmk1001-1,F-kmk1001-2,D-ss683-2,F-mt126-1,F-mt126-3,F,F-kmk1001-1
stu296,firstname296,lastname296,M,,D-skh20-5,D-cna24-1,D-aa22-5,,,D,"D-skh20-5
*"
stu297,firstname297,lastname297,DOW,,C-ajk61-1,F-jl221-1,C-pok21-4,,,C,"C-ajk61-1
*"
stu298,firstname298,lastname298,JE,,D-mspg1-3,D-mspg1-6,D-dl359-2,D-mspg1-1,D-cna24-3,D,"D-mspg1-3
*"
